google_id,name,lat,lng
ChIJXzjowFcDskARSbMr9cpUKtU,KFC Coffee Corner Dorobanți,44.464793,26.088380100000002
ChIJWwPDC28CskARL8BJ5PInjE4,Bread & Spices,44.4789891,26.094659
ChIJ2RMrmG8CskAREw5sXMPHCAI,Capricciosa Pizza&Pasta delivery,44.479119,26.0959035
ChIJyUEIInACskARpwkgT9DCLAE,La Bunica,44.4781854,26.0987038
ChIJ_Y8Ku1sDskARmumMOIsz4LI,TUYA Bucharest,44.4754776,26.0895185
ChIJF9-QYS0DskARbqKw0TqEqLY,Ristorante Sul Lago,44.4755408,26.088894600000003
ChIJA12EPmwCskARJNOzGu8G9FU,Sama Ristorante&Club S.R.L.,44.4758,26.09
ChIJA12EPmwCskARlw_lfXZ0lxA,Quattro Stagioni Giardino,44.4758,26.09
ChIJh_JxEmwCskAR0PdGf2GafJo,La Brasserie,44.4759917,26.0890685
ChIJ7U7iBeUDskARpBvWDYphj08,It Cucina,44.4766888,26.08825569999999
ChIJMdfKwKoDskARe4ddadwxfKw,KAYO Garden,44.477037100000004,26.087839199999998
ChIJ25fwY14DskARolOZtKgfLP8,Argentine restaurant,44.4773276,26.088661899999998
ChIJC0Q7mBICskAR7bwpe3jtOAk,Mesogios Seafood Primaverii,44.47059489999999,26.08954659999999
ChIJ49HFzd4DskARFUMYzsakwPs,Yuppies Cafe&Wines,44.4779,26.08957299999999
ChIJ61CtYmkCskARS0BxE9pN1M8,Il Locale,44.47748869999999,26.0867392
ChIJ9718TgADskARryKHrbbv978,La Boschetarie,44.47820959999999,26.086404
ChIJ2aUzwJUDskARvWlgpfd6BB4,Colt Cafe,44.4781628,26.0931795
ChIJzZcjc60DskARnAku5fouxUU,Nuba Restaurant,44.4781825,26.086051899999998
ChIJ9eavhrQDskAR_czlxK4FmTY,Bel Mondo,44.4783568,26.0860293
ChIJAW0kIWQCskARrCUO_HeDqF4,Trenta Pizza Aviației,44.483734000000005,26.0957915
ChIJVVTbLXsCskAREOus-CEMiU8,Ludovic Ballroom,44.4817666,26.1018413
ChIJ33GVExcDskARVbPm3g572MU,NADASAN,44.484516,26.0894796
ChIJIS67HXoDskAR1UqdvdHxmTM,Restaurant IL CAPO Bucuresti,44.48448320000001,26.0901364
ChIJ50LPWmYCskARoGBxEXI-uUQ,Sara Green,44.4831097,26.0920333
ChIJIxTT_WYCskARU79daL7Dma0,Restaurant Mandaloun,44.483971999999994,26.0919538
ChIJRzrKIX8DskARcUJYuMlkz04,Moët de la mega,44.48087,26.088832999999997
ChIJ8aUeH2YCskARasMIxH1zgHc,ZenSushi Nordului,44.48149189999999,26.0918484
ChIJxRvyOm8CskAR_FwyyjoTgxY,Bistro Caramfil,44.482636299999996,26.092688600000002
ChIJ0x-9ie8DskARZNEFO8Q1Rxo,Organic Fresh Food,44.4815098,26.0923726
ChIJgVTQqWgCskAR_irU1F6Ki5o,Jerry's Pizza Aviatiei,44.48107690000001,26.092188600000004
ChIJk_tsqWgCskARR3HaKUO4E3U,El Madrileño Mediterranean Bistro,44.48093879999999,26.092171399999998
ChIJ91DcwPQCskARx5WviBDMYxY,Cantina FoodMood,44.494091,26.096097
ChIJDeguRegDskARMVue-xaJnPk,Ancora,44.4918367,26.0942288
ChIJ19nZ6DoDskARrIxyREbTwFU,Arezzo restaurant,44.488027100000004,26.09364339999999
ChIJ89ISBIcDskARCDREWr3Xki8,Autoservire Popaso,44.4923297,26.097516199999998
ChIJr6ZrY-sDskARGIe1bxICWas,Erce’s New Apart,44.4878778,26.0969079
ChIJNUcvhUD_sUARbIU447IOo6s,Sushi Ko Baneasa,44.5084959,26.0897234
ChIJixGT0OYCskARVcok75yFToE,Pizza Hut,44.508105799999996,26.0898874
ChIJeVIzfFoDskARcpZucGY013k,KungFu King Băneasa,44.50591729999999,26.089694899999998
ChIJAfeaOuICskARI35XdJOe9hw,Scandia,44.50609739999999,26.0897237
ChIJIcRHIOwDskAR0YlMwCAnatM,Sushi baKo,44.50815869999999,26.0894213
ChIJTQtEFqgDskARiLBMzJk7IBg,Cartofisserie,44.5083318,26.089018300000003
ChIJ84vopGgDskAR4hJGeld7yo0,Gregorys,44.508408700000004,26.089759
ChIJaVZ9QuUDskAR4fUjQ8dbe2k,Cartofisserie,44.5084448,26.089125
ChIJQchlr6X4sUARD5ge-kCpBPU,Restaurant Anghel,44.4597948,26.1064875
ChIJ4xNNpan4sUARbZnchFZlkp0,SkyBar,44.45735930000001,26.0958824
ChIJPzGN_6b4sUARNUss3-w2XJA,Bun şi Tot ...şi poftă bună,44.461681299999995,26.1012954
ChIJhxaikJ74sUAR0DTVy0UOeLU,Trattoria Il Calcio Floreasca,44.462666999999996,26.10171399999999
ChIJaYIW2qb4sUARaN4Fu1srgdA,Jubile ballroom,44.46299599999999,26.103109
ChIJP094f6D4sUARmbPDthIbDP0,Mozzafiato Ristorante & Bar,44.4613379,26.1010271
ChIJ-_-B2AcCskARgHEZNBmk3t0,Raionul Floreasca,44.460406400000004,26.1007367
ChIJCRgnMab4sUARqLiyU2oBD3c,E3 by Entourage,44.460235299999994,26.1006082
ChIJ6fpLJab4sUARQ5RK4c2qhbU,Vacamuuu,44.459987,26.100578100000003
ChIJ1SDKKab4sUARTtpDzs-PE0E,Fish House,44.45959879999999,26.0998765
ChIJP82mnaj4sUARpeJp5Vp6NuE,CAVA bistronomie,44.4595343,26.10061739999999
ChIJFRo0TWQAskAR_tw2lEj7Hx0,EMTE Burger & Street Food Gourmet,44.4583379,26.1004389
ChIJgQCHx6j4sUARwWnlBr7eRac,Bistro Chicineta,44.45830699999999,26.100462
ChIJAQz8Yp74sUAR5Aul9Fsvrro,Chez Toni,44.458346999999996,26.100765
ChIJgUHJ5aH4sUARw6hdXRzzb9A,Rossini Lounge,44.459841100000006,26.1065265
ChIJNarKKq_4sUARY5BB3y_jbys,Chefs Experience,44.45749899999999,26.1007731
ChIJ79UMiXACskAR9sGAWPigpy0,Origreen,44.477932700000004,26.101848699999998
ChIJIzr4eHACskAR76rtSD7mjoI,Subway,44.47875219999999,26.1014073
ChIJ67f1Izz_sUAR65DJc28YAsU,Peste paine,44.478769,26.1022022
ChIJqeGKnnACskARfSpOCuZ2wTI,Trickshot,44.4784931,26.1030707
ChIJeUC66HUCskARjxgsm8zFnD0,uanderful,44.4725263,26.105778100000002
ChIJJ0mb6HUCskARu1fNKSu4PFc,Fratellini Bistro,44.472331700000005,26.105732999999997
ChIJx5uueHoCskAR4FucVijwCkE,Pizza Hut,44.478501200000004,26.1031609
ChIJPVG7oXACskARGKsngiVg6_M,Sushi Terra Promenada Mall,44.478081700000004,26.1038374
